,0
0,0.8050314465408805
1,0.7463312368972747
2,0.3584905660377358
3,0.31027253668763105
4,0.7169811320754716
5,0.7463312368972747
6,0.8197064989517819
7,0.7756813417190775
8,0.8259958071278826
9,0.5220125786163522
10,0.7526205450733753
11,0.8092243186582809
12,0.3836477987421384
13,0.7735849056603774
14,0.7484276729559748
15,0.4716981132075472
16,0.6960167714884696
17,0.6247379454926625
18,0.8071278825995807
19,0.6058700209643606
20,0.7651991614255765
21,0.18658280922431866
22,0.8113207547169812
23,0.7442348008385744
24,0.8259958071278826
25,0.7756813417190775
26,0.8092243186582809
27,0.7295597484276729
28,0.8280922431865828
29,0.7484276729559748
30,0.7777777777777778
31,0.8301886792452831
32,0.8092243186582809
33,0.41509433962264153
34,0.8050314465408805
35,0.790356394129979
36,0.80083857442348
37,0.8155136268343816
38,0.8071278825995807
39,0.8259958071278826
40,0.7966457023060797
41,0.559748427672956
42,0.8197064989517819
43,0.6960167714884696
44,0.8301886792452831
45,0.7463312368972747
46,0.8343815513626834
47,0.7735849056603774
48,0.8134171907756813
49,0.8155136268343816
50,0.8092243186582809
51,0.8385744234800838
52,0.80083857442348
53,0.8176100628930818
54,0.7777777777777778
55,0.8301886792452831
56,0.7945492662473794
57,0.8029350104821803
58,0.8364779874213837
59,0.7756813417190775
60,0.8280922431865828
61,0.7987421383647799
62,0.8259958071278826
63,0.80083857442348
64,0.8155136268343816
65,0.8259958071278826
66,0.7987421383647799
67,0.8343815513626834
68,0.7945492662473794
69,0.8322851153039832
70,0.8050314465408805
71,0.8134171907756813
72,0.8385744234800838
73,0.7966457023060797
74,0.8176100628930818
75,0.14046121593291405
76,0.7966457023060797
77,0.8364779874213837
78,0.8218029350104822
79,0.3480083857442348
80,0.8071278825995807
81,0.8155136268343816
82,0.8280922431865828
83,0.7735849056603774
84,0.8385744234800838
85,0.8092243186582809
86,0.8511530398322851
87,0.8050314465408805
88,0.8134171907756813
89,0.8259958071278826
90,0.8071278825995807
91,0.8343815513626834
92,0.8218029350104822
93,0.8092243186582809
94,0.8155136268343816
95,0.519916142557652
96,0.8176100628930818
97,0.750524109014675
98,0.8113207547169812
99,0.8176100628930818
100,0.8176100628930818
101,0.8071278825995807
102,0.8280922431865828
103,0.80083857442348
104,0.8343815513626834
105,0.8134171907756813
106,0.8071278825995807
107,0.8259958071278826
108,0.8071278825995807
109,0.8238993710691824
110,0.8050314465408805
111,0.8071278825995807
112,0.8238993710691824
113,0.8322851153039832
114,0.8113207547169812
115,0.7966457023060797
116,0.8301886792452831
117,0.8155136268343816
118,0.8280922431865828
119,0.8050314465408805
120,0.8134171907756813
121,0.8427672955974843
122,0.7735849056603774
123,0.8113207547169812
124,0.8113207547169812
125,0.8280922431865828
126,0.8155136268343816
127,0.8092243186582809
128,0.8197064989517819
129,0.8113207547169812
130,0.8343815513626834
131,0.8050314465408805
132,0.8050314465408805
133,0.8280922431865828
134,0.7714884696016772
135,0.8029350104821803
136,0.8259958071278826
137,0.8343815513626834
138,0.8071278825995807
139,0.8113207547169812
140,0.8280922431865828
141,0.8427672955974843
142,0.8155136268343816
143,0.8134171907756813
144,0.8364779874213837
145,0.8238993710691824
146,0.8301886792452831
147,0.8071278825995807
148,0.8322851153039832
149,0.8406708595387841
150,0.7735849056603774
151,0.8406708595387841
152,0.8050314465408805
153,0.8071278825995807
154,0.8176100628930818
155,0.8155136268343816
156,0.8113207547169812
157,0.8197064989517819
158,0.8427672955974843
