,0
241,0.2581
242,0.261
243,0.2442
244,0.2516
245,0.2509
246,0.2532
247,0.2498
248,0.2526
249,0.2565
250,0.257
251,0.2519
252,0.2483
253,0.2675
254,0.2514
255,0.2574
256,0.2505
257,0.2555
258,0.2573
259,0.2481
260,0.2535
261,0.2507
262,0.2548
263,0.2407
264,0.2485
265,0.2594
266,0.2537
267,0.2545
268,0.2541
269,0.2527
270,0.2584
271,0.2542
272,0.254
273,0.2551
274,0.2549
275,0.2541
276,0.2509
277,0.2575
278,0.255
279,0.2509
280,0.26
281,0.248
282,0.2538
283,0.2391
284,0.2482
285,0.2536
286,0.2564
287,0.2579
288,0.2474
289,0.2615
290,0.2583
291,0.2449
292,0.2531
293,0.2541
294,0.2596
295,0.2525
296,0.2556
297,0.2557
298,0.2581
299,0.2552
300,0.2573
301,0.26
302,0.2479
303,0.2618
304,0.268
305,0.2434
306,0.2544
307,0.2569
308,0.2633
309,0.2492
310,0.2508
311,0.2601
312,0.261
313,0.2469
314,0.2524
315,0.2574
316,0.2617
317,0.2498
318,0.245
319,0.2635
320,0.2526
321,0.2628
322,0.2472
323,0.2514
324,0.2573
325,0.2468
326,0.2484
327,0.2572
328,0.2486
329,0.2518
330,0.2497
331,0.2537
332,0.2464
333,0.2498
334,0.2561
335,0.2508
336,0.2524
337,0.2491
338,0.2555
339,0.2523
340,0.2492
341,0.2566
342,0.242
343,0.2434
344,0.2469
345,0.2503
346,0.2553
347,0.2517
348,0.2552
349,0.2482
350,0.2495
351,0.2496
352,0.255
353,0.2518
354,0.2477
355,0.2548
356,0.2466
357,0.2544
358,0.2488
359,0.2529
360,0.2517
361,0.2553
362,0.2534
363,0.2491
364,0.2556
365,0.244
366,0.2542
367,0.253
368,0.2544
369,0.253
370,0.2444
371,0.2617
372,0.2477
373,0.2564
374,0.247
375,0.2496
376,0.2586
377,0.2431
378,0.2541
379,0.2506
380,0.2559
381,0.2535
382,0.2447
383,0.2571
384,0.2527
385,0.2534
386,0.2507
387,0.2581
388,0.2495
389,0.2546
390,0.2496
391,0.2544
392,0.2577
393,0.2437
394,0.2463
395,0.2571
396,0.2485
397,0.253
398,0.2469
399,0.2545
400,0.2501
401,0.25
402,0.2565
403,0.2475
404,0.2564
405,0.253
406,0.2496
407,0.2604
408,0.2512
409,0.251
410,0.2549
411,0.25
412,0.26
413,0.2459
414,0.2575
415,0.247
416,0.2482
417,0.2635
418,0.2569
419,0.2512
420,0.2509
421,0.2558
422,0.2539
423,0.2542
424,0.2536
425,0.2555
426,0.2508
427,0.2531
428,0.2491
429,0.2577
430,0.2506
431,0.2538
432,0.2506
433,0.2566
434,0.2542
435,0.2481
436,0.2552
437,0.2527
438,0.2488
439,0.2527
440,0.2516
441,0.252
442,0.2531
443,0.2508
444,0.2524
445,0.2537
446,0.2538
447,0.2493
448,0.2541
449,0.2527
450,0.2505
451,0.2581
452,0.2529
453,0.2551
454,0.2574
455,0.251
456,0.26
457,0.251
458,0.2514
459,0.2569
460,0.255
461,0.2524
462,0.2501
463,0.2558
464,0.2568
465,0.2452
466,0.2545
467,0.2596
468,0.2548
469,0.2535
470,0.2461
471,0.2596
472,0.2528
473,0.2483
474,0.2541
475,0.2465
476,0.2579
477,0.2523
478,0.2491
479,0.2589
480,0.2582
481,0.2512
482,0.2503
483,0.2546
484,0.252
485,0.2578
486,0.2497
487,0.2571
488,0.2559
489,0.2493
490,0.25
491,0.2562
492,0.2527
493,0.2497
494,0.254
495,0.2529
496,0.2546
497,0.2465
498,0.259
499,0.2474
500,0.2516
501,0.2611
502,0.2531
503,0.2503
504,0.2515
505,0.255
506,0.2496
507,0.2525
508,0.2523
509,0.2528
510,0.2525
511,0.2517
512,0.2547
513,0.2525
514,0.2552
515,0.2547
516,0.2531
517,0.2603
518,0.2539
519,0.2517
520,0.2594
521,0.2479
522,0.263
523,0.252
524,0.2493
525,0.2558
526,0.2552
527,0.2545
528,0.2448
529,0.2578
530,0.2475
531,0.2516
532,0.254
533,0.2519
534,0.25
535,0.2529
536,0.2505
537,0.2523
538,0.2521
539,0.2506
540,0.2541
541,0.2527
542,0.2577
543,0.2517
544,0.2605
545,0.2469
546,0.2538
547,0.2586
548,0.2571
549,0.2505
550,0.252
551,0.2571
552,0.2563
553,0.2461
554,0.2545
555,0.2485
556,0.2563
557,0.2522
558,0.2504
559,0.256
560,0.2513
561,0.2528
562,0.2507
563,0.2588
564,0.2458
565,0.2548
566,0.2471
567,0.258
568,0.2586
569,0.2462
570,0.2537
571,0.2509
572,0.2541
573,0.2487
574,0.2493
575,0.25
576,0.2485
577,0.2501
578,0.2483
579,0.2478
580,0.2475
581,0.2515
582,0.2465
583,0.2525
584,0.2496
585,0.2546
586,0.2493
587,0.257
588,0.2498
589,0.256
590,0.2537
591,0.2474
592,0.2543
593,0.2565
594,0.2443
595,0.2549
596,0.2497
597,0.2516
598,0.254
599,0.2488
600,0.2499
601,0.2518
602,0.2498
603,0.2534
604,0.2546
605,0.2477
606,0.252
607,0.2549
608,0.2517
609,0.2495
610,0.2538
611,0.2491
612,0.2552
613,0.2501
614,0.2577
615,0.2502
616,0.2572
617,0.2454
618,0.2492
619,0.2594
620,0.2571
621,0.2579
622,0.2454
623,0.2566
624,0.2526
625,0.2461
626,0.2556
627,0.2547
628,0.2495
629,0.2617
630,0.2468
631,0.2494
632,0.2546
633,0.2498
634,0.2523
635,0.2499
636,0.2512
637,0.2496
638,0.2528
639,0.2498
640,0.2525
641,0.2494
642,0.2544
643,0.2527
644,0.2505
645,0.2582
646,0.2496
647,0.2603
648,0.2518
649,0.2509
650,0.2559
651,0.2474
652,0.2568
653,0.2482
654,0.2478
655,0.2534
656,0.2486
657,0.2471
658,0.2534
659,0.2545
660,0.248
661,0.2482
662,0.2462
663,0.2517
664,0.2463
665,0.2477
666,0.2483
667,0.2502
668,0.2496
669,0.2524
670,0.2497
671,0.2486
672,0.2555
673,0.2473
674,0.2526
675,0.2526
676,0.2586
677,0.2508
678,0.2475
679,0.2608
680,0.2553
681,0.2529
682,0.2484
683,0.254
684,0.2558
685,0.2524
686,0.2531
687,0.2551
688,0.2482
689,0.2544
690,0.2523
691,0.2506
692,0.252
693,0.2501
694,0.2502
695,0.2493
696,0.2561
697,0.247
698,0.2544
699,0.2475
700,0.257
